"Most Viewed Products","Produk Paling Banyak dilihat"
"Multiple Select","Beberapa Pilihan"
"My Account","Akun Saya"
"N/A","N/A"
"NOTICE","PEMBERITAHUAN"
"Name","Nama"
"Name on Card","Nama pada Kartu"
"Name on the Card: %s","Nama pada Kartu: %s"
"Name:","Nama:"
"New ","New "
"New API Key","API Key Baru"
"New Accounts","Akun Baru"
"New Attribute","Attribut baru"
"New Block","Blok Baru"
"New Category","Kategori baru"
"New Class","Kelas Baru"
"New Condition","Kondisi baru"
"New Custom Variable","Variabel Khusus Baru"
"New Customer","Pelanggan Baru"
"New Customers","Pelanggan Baru"
"New Design Change","Perubahan Desain Baru"
"New Email Template","Template Email Baru"
"New Group","Group Baru"
"New Invoice","Invoice Baru"
"New Item Type","Jenis Barang Baru"
"New Memo","Memo Baru"
"New Memo for #%s","Memori Baru Untuk #%s"
"New Page","Halaman Baru"
"New Password","Kata Sandi Baru"
"New Poll","Poll Baru"
"New Profile","Profil Baru"
"New Rate","Rate Baru"
"New Rating","Rating Baru"
"New Review","Ulasan Baru"
"New Role","Role Baru"
"New Rule","Aturan Baru"
"New Search","Pencarian Baru"
"New Set","Set baru"
"New Shipment","Pengiriman Baru"
"New Sitemap","Sitemap Baru"
"New Store View","Tampilan Toko Baru"
"New System Template","Template Sistem Baru"
"New Tag","Tag Baru"
"New Template","Template Baru"
"New User","Pengguna Baru"
"New Variable","Variable Baru"
"New Website","Situs Baru"
"New admin password","Kata Sandi baru admin"
"Newsletter","Buletin"
"Newsletter Problems","Masalah Buletin"
"Newsletter Queue","Antrian Buletin"
"Newsletter Subscribers","Berlangganan Buletin"
"Newsletter Templates","Template Buletin"
"Next month (hold for menu)","Bulan Depan (Tahan Untuk Menu)"
"Next page","Halaman Selanjutnya"
"Next year (hold for menu)","Tahun Depan (Tahan Untuk Menu)"
"No","Tidak"
"No (price without tax)","Tidak (harga belum termasuk Pajak)"
"No Data Found","Tidak Ada Data ditemukan"
"No Templates Found","Tidak Ada Tempalte ditemukan"
"No change","Tidak Ada Perubahan"
"No customer id defined.","Tidak ada ID konsumen yang didefinisikan."
"No information available.","Tidak ada informasi yang tersedia."
"No profile loaded...","Tidak ada profil yang dimasukan..."
"No records found for this period.","Tidak ada rekam di temukan untuk periode ini."
"No records found.","Tidak ada Rekam ditemukan."
"No report code specified.","Tidak Ada Laporan Kode Khusus."
"No search keywords.","Tidak Ada Kata Kunci Pencarian."
"No search modules were registered","Tidak Ada Modul Pencarian Yang terdaftar"
"No wishlist item id defined.","Tidak Ada ID Barang daftar keinginan yang didefinisikan."
"None","Tidak Ada"
"Note:","Catatan:"
"Notes","Catatan"
"Notifications","Notifikasi"
"Number of Orders","Jumlah pesanan"
"Number of Uses","Jumlah penggunaan"
"Number of records:","Jumlah catatan:"
"Old rate:","Tarif Lama:"
"On my website","Di Situs Jejaring Saya"
"Once you log into your Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Setelah Anda login ke akun Payflow Tautan Anda, Arahkan ke Pengaturan Layanan - Hosted Halaman Checkout - Set Up menu dan mengatur pilihan dijelaskan dibawah "
"One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details.","Satu atau lebih file media yang gagal untuk disinkronkan selama proses sinkronisasi penyimpanan media. Lihat file log untuk rincian ."
"One or more of the Cache Types are invalidated:","Satu atau lebih dari Jenis Cache tidak divalidasi :"
"Online Customers","Pelanggan Online"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Atribut Hanya Dengan Lingkup ""Global"", Masukan tipe ""Dropdown"" Dan Gunakan Untuk Membuat Produk Yang bisa Di Konfigurasi ""Ya"" Tersedia."
"Only custom theme can be deleted","Hanya theme custom yang bisa dihapus"
"Only default theme can be reset","Hanya theme default yang bisa direset"
"Only mapped fields","Hanya Mapped Fields"
"Optional","Opsional"
"Options","Opsi"
"Options menu items","Opsi Menu Barang -Barang"
"Order","Pesanan"
"Order #%s","Pesanan #%s"
"Order #%s (%s)","Pesanan #%s (%s)"
"Order Created Date","Urutan Tanggal Dibuat"
"Order ID","ID Pesanan"
"Order Totals","Total Pesanan"
"Order Updated Date","Tanggal Perbaruan Pesanan"
"Order Updated Date report is real-time, does not need statistics refreshing.","Laporan Tanggal Perbaruan Pesanan Waktu Riil,Tidak Memerlukan perbaruan Statistik."
"Order cannot be placed.","Pesanan Tidak Dapat ditimpa."
"Orders","Pesanan"
"Original Magento attribute names in first row:","Nama Atribut Magento Asli Berada dibaris Pertama:"
"Out of stock","Kehabisan Stok"
"PDT (Payment Data Transfer) Only","PDT (Transfer Data Pembayaran)Saja"
"Package","Paket"
"Package Extensions","Ektensi Paket"
"Packages","Paket"
"Page","Halaman"
"Pages","Halaman"
"Parent Product Thumbnail","Induk Produk Thumbnail"
"Parent Transaction ID","ID Transaksi induk"
"Passive mode","mode pasif"
"Password","Kata Sandi"
"Password Confirmation","Konfirmasi Kata Sandi"
"Password confirmation must be same as password.","Konfirmasi Kata Sandi Harus Sama Dengan Kata Sandi."
"Password must be at least of %d characters.","Kata Sandi minimal Harus  %d karakter."
"Password must include both numeric and alphabetic characters.","Kata Sandi Harus Mencantumkan  Karakter numeric dan alphabetic ."
"Password:","Kata Sandi:"
"Path","Jalur"
"Path:","Jalur:"
"Payment method instance is not available.","Metode Pembayaran instant tidak tersedia."
"Payment method is not available.","Metode Pembayaran Tidak tersedia."
"Payment method must be specified.","Metode Pembayaran harus dispesifikasikan."
"Pending Reviews","Tinjauan tertunda"
"Pending Tags","Tag tertunda"
"Per Item","Per barang"
"Per Order","Per Pembelian"
"Percent","Persen"
"Performed At","Dilakukan Pada"
"Period","Periode"
"Permanent (301)","Permanen (301)"
"Permissions","Otorisasi"
"Personal Information","Informasi Pribadi"
"Phone:","Telepon:"
"Please Select","Silakan Pilih"
"Please confirm site switching. All data that hasn\'t been saved will be lost.","Silahkan konfirmasi berpindah situs. Semua data yang belum/sudah disimpan akan hilang."
"Please continue with placing order.","Silakan lanjutkan dengan menempatkan pesanan."
"Please enter 6 or more characters.","Harap masukkan 6 atau lebih karakter."
"Please enter a number greater than 0 in this field.","Harap masukkan angka lebih besar dari 0 untuk bidang ini."
"Please enter a valid $ amount. For example $100.00.","Harap masukkan jumlah $ dengan benar. Seperti $100.00."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Harap masukkan URL dengan benar. Seperti http://www.example.com atau www.example.com"
"Please enter a valid URL. http:// is required","Harap masukkan URL dengan benar. Sertakan http:// "
"Please enter a valid credit card number.","Harap masukan nomor kartu kredit dengan benar."
"Please enter a valid date.","Harap masukan tanggal dengan benar."
"Please enter a valid email address. For example johndoe@domain.com.","Harap masukan alamat email dengan benar. Seperti johndoe@domain.com."
"Please enter a valid email.","Silakan masukan email valid."
"Please enter a valid number in this field.","Harap masukan angka dengan benar untuk bidang ini."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Harap masukan nomor telefon dengan benar. Seperti (123) 456-7890 atau 123-456-7890."
"Please enter a valid social security number. For example 123-45-6789.","Harap masukan nomor keamaan sosial. Seperti 123-45-6789."
"Please enter a valid value from list","Masukan nilai yang valid dari daftar"
"Please enter a valid value, ex: 10,20,30","Silakan Masukan Nilai yang Valid, Contoh: 10,20,30"
"Please enter a valid zip code.","Silakan Masukan Kode Pos Yang Valid."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Silakan Masukan Kode Pos Yang Valid.SebagaiContoh 90602 Atau 90602-1234."
"Please enter another credit card number to complete your purchase.","Silakan Masukan Nomor Kartu Kredit Yang Lain Untuk Pembelian Anda."
"Please enter valid password.","Silakan Masukan Kata Sandi Yang Valid."
"Please make sure that all global admin search modules are installed and activated.","Harap pastikan bahwa semua modul admin secara global pencarian diinstal dan diaktifkan ."
"Please make sure that your changes were saved before running the profile.","Pastikan bahwa perubahan Anda telah disimpan sebelum menjalankan profil tersebut."
"Please make sure your passwords match.","Mohon Pastikan Kata Sandi Anda Cocok."
"Please select State/Province.","Silakan pilih Negara Bagian / Provinsi."
"Please select a customer.","Silakan pilih pelanggan."
"Please select a store.","Silakan Pilih Toko."
"Please select an option.","Silakan Pilih Opsi."
"Please select catalog searches.","Silakan Pilih Pencarian Katalog."
"Please select customer(s).","Silakan Pilih Pelanggan."
"Please select message(s).","Silakan Pilih Pesan."
"Please select one of the above options.","Silakan Pilih Salah Satu Dari Opsi Diatas."
"Please select one of the options.","Silakan Pilih Salah Satu Opsi."
"Please select review(s).","Silakan Pilih Tinjauan."
"Please select tag(s).","Silakan Pilih Tag."
"Please specify at least start or end date.","Silakan tentukan setidaknya mulai atau tanggal akhir."
"Please specify the admin custom URL.","Silakan tentukan URL khusus admin."
"Please try to logout and sign in again.","Silakan coba untuk keluar dan masuk lagi."
"Please use in this field only ""a-z,0-9,_"".","Silakan gunakan di bidang ini hanya "" a-z,0-9, _""."
"Please use letters only (a-z) in this field.","Mohon Gunakan Hanya Hurup (a-z) Pada Bidang Ini."
"Please use numbers only in this field. Please avoid spaces or other characters such as dots or commas.","Silakan menggunakan penomoran hanya dalam bidang ini. Harap menghindari spasi atau karakter lain seperti titik atau koma."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Silakan gunakan hanya huruf (az) atau angka (0-9) hanya dalam bidang ini. Tidak ada spasi atau karakter lain yang diperbolehkan."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","Silakan gunakan hanya huruf (az) atau angka (0-9) atau ruang dan # hanya dibidang ini ."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Silakan Gunakan Format Tanggal ini: dd/mm/yyyy. Sebagai Contoh 17/03/2006 untuk 17th maret, 2006."
"Please wait while the indexes are being refreshed.","Silahkan tunggu ketika indeks sedang diperbarui."
"Please wait, loading...","Mohon Tunggu, Memuat..."
"Please wait...","Mohon Tunggu..."
"Please, add some answers to this poll first.","Mohon, Beberapa Jawaban Pada Polling ini Terlebih dahulu."
"Please, select ""Visible in Stores"" for this poll first.","Silakan, pilih "" Terlihat di Toko "" untuk polling ini terlebih dahulu."
"Poll Manager","Pengelola Poling"
"Polls","Poling"
"Popular","Populer"
"Position of Watermark for %s","Posisi Tanda Air untuk %s"
"Pregenerated product images files.","file Gambar Produk Sebelum dihasilkan."
"Preset Theme","Tema Yang telah ditetapkan"
"Prev. month (hold for menu)","Bulan Sebelum nya (Tahan Untuk menu)"
"Prev. year (hold for menu)","Tahun Sebelumnya (Tahan Untuk menu)"
"Preview","Tinjauan"
"Preview Template","Tinjauan template"
"Previous page","Halaman sebelumnya"
"Price alert subscription was saved.","Harga Tanda berlangganan berhasil disimpan."
"Price:","Harga:"
"Processed <strong>%s%% %s/%d</strong> records","Olahan <strong>%s%%%s/%d </ strong> catatan"
"Product","Produk"
"Product Name3 ","Nama Produk3 "
"Product Name3 1","Nama Produk3 1"
"Product Name3 2","Nama Produk3 2"
"Product Reviews","Tinjauan Produk"
"Product Tax Classes","Kelas Pajak Produk"
"Product Thumbnail Itself","Gambar kecil Produk itu Sendiri"
"Product is not loaded.","Produk tidak dimasukan."
"Product:","Produk:"
"Products","Produk"
"Products Bestsellers Report","Laporan Produk terlaris"
"Products Ordered","Produk dipesan"
"Products in Carts","Produk dalam keranjang"
"Profile Action","Aksi Profil"
"Profile Actions XML","Aksi Profil XML"
"Profile Direction","Arahan Profil"
"Profile History","Riwayat Profil"
"Profile Information","Informasi Paket"
"Profile Name","Profil Nama"
"Profile Payments","Profil Pembayaran"
"Profile Schedule","Profil Jadwal"
"Profile Wizard","Panduan Profil"
"Profiles","Profil"
"Promo","Promo"
"Promotions","Promosi"
"Purchased Item","Item dibeli"
"Qty:","Qty:"
"Quantity","Kuantitas"
"Queue Refresh","Perbarui Deret"
"Queued... Cancel","Deretkan�Batal"
"Radio Buttons","Tombol Radio"
"Rates","Kurs"
"Read details","Detail Baca"
"Rebuild","Membangun Ulang"
"Rebuild Catalog Index","Indek katalog dibangun ulang"
"Rebuild Flat Catalog Category","Membangun ulang Kategori Katalog Datar"
"Rebuild Flat Catalog Product","Membangun ulang produk Katalog Datar"
"Recent Orders","Pembelian Terbaru"
"Recent statistics have been updated.","Statistik terbaru telah diperbarui."
"Recurring Profile View","Lihat Profil berulang"
"Recursive Dir","Rekursif Dir"
"Redirect","mengarahkan ulang"
"Reference","Reference"
"Reference ID","Reference ID"
"Refresh","Perbarui"
"Refresh Now*","Perbarui Sekarang*"
"Refresh Statistics","Perbarui Statistik"
"Region/State","Daerah / Negara"
"Regular Price:","Harga Reguler:"
"Release","Rilis"
"Release Stability","Rilis Stabilitas"
"Release Version","Rilis Versi"
"Remote FTP","FTP Jauh"
"Remove","Buang"
"Reports","Laporkan"
"Request Path","Meminta Jalur"
"Required","Dibutuhkan"
"Required settings","Dibutuhkan Pengaturan"
"Reset","Set Ulang"
"Reset Filter","Set Ulang Filter"
"Reset theme to default","Set Ulang Tema Ke Standar"
"Resize","Pengukuran Ulang"
"Resource Access","Akses Sumberdaya"
"Resources","Sumberdaya"
"Results","Hasil"
"Retrieve Password","Pengambilan Kata Sandi"
"Return Html Version","Kembali Ke Versi Html"
"Return URL: ","Kembali URL: "
"Revenue","Pendapatan"
"Reviews","Reviews"
"Reviews and Ratings","Reviews dan Ratings"
"Rewrite Rules","Rewrite Rules"
"Role ID","ID role"
"Role Info","Info role"
"Role Information","Informasi role"
"Role Name","Nama role"
"Role Resources","Cakupan Sumberdaya"
"Role Users","Cakupan Pengguna"
"Roles","role"
"Roles Resources","role Sumberdaya"
"Rotate CCW","Putar CCW"
"Rotate CW","Putar CW"
"Run","Jalankan"
"Run Profile","Jalankan Profil"
"Run Profile Inside This Window","Jalankan Profil dalam Jendela Ini"
"Run Profile in Popup","Jalankan Profil dalam Popup"
"Running... Kill","Jalankan... Tutup"
"SKU","SKU"
"SKU:","SKU:"
"SORT BY:","Urutkan Berdasarkan:"
"SSL Error: Invalid or self-signed certificate","SSL Error: Tidak Valid Atau Berdiri Sendiri menandai Sertifikat"
"Sales","Sales"
"Sales Report","Laporan Penjualan"
"Samples","Contoh"
"Save","Simpan"
"Save & Generate","Simpan & Hasilkan"
"Save Account","Simpan Akun"
"Save As","Simpan Sebagai"
"Save Cache Settings","Simpan Pengaturan Cache"
"Save Config","Simpan Konfigurasi"
"Save Currency Rates","Simpan Kurs Valas"
"Save Profile","Simpan Profil"
"Save Role","Simpan Tugas"
"Save Template","Simpan template"
"Save Theme","Simpan Tema"
"Save User","Simpan Pengguna"
"Save and Continue Edit","Simpan dan Tetap Edit"
"Screens:","Layar:"
"Search","Cari"
"Search Index","Cari Indeks"
"Search Term","istilah pencarian"
"Search Terms","Cari Istilah"
"Select","Pilih"
"Select All","Pilih Semua"
"Select Category","Pilih Kategori"
"Select Date","Pilih Tanggal"
"Select Range","Pilih Rentang"
"Select Visible","Pilih Tampak"
"Select date","Pilih tanggal"
"Selected allowed currency ""%s"" is not available in installed currencies.","Mata uang Terpilih diperbolehkan ""%s"" tidak tersedia dalam mata uang diinstal."
"Selected base currency is not available in installed currencies.","Mata uang dasar yang dipilih tidak tersedia dalam mata uang Yang diinstal."
"Selected default display currency is not available in allowed currencies.","Mata uang terpilih standar tampilan tidak tersedia dalam mata uang diperbolehkan."
"Selected default display currency is not available in installed currencies.","Mata uang terpilih standar tampilan tidak tersedia dalam mata uang diperbolehkan."
"Self-assigned roles cannot be deleted.","role yang ditandai-sendiri tidak dapat dihapus."
"Sender","Pengirim"
"Separate Email","Email Terpisah"
"Shipment #%s comment added","Pengiriman #%s komentar ditambahkan"
"Shipment #%s created","Pengiriman #%s dibuat"
"Shipment Comments","Komen Pengiriman"
"Shipment History","Riwayat Pengiriman"
"Shipments","Pengiriman"
"Shipping","Pengiriman"
"Shipping Address","Alamat Pengiriman"
"Shipping Address: ","Alamat Pengiriman: "
"Shipping Origin","Asal Pengiriman"
"Shipping Price","Harga Pengiriman"
"Shipping address selection is not applicable","Pemilihan Alamat Pengirim Tidak Berlaku"
"Shipping method must be specified.","Metode Pengiriman harus ditentukan."
"Shipping method selection is not applicable","Pemilihan Metode Pengirim Tidak Berlaku"
"Shopping Cart","Troli"
"Shopping Cart Price Rules","Aturan Harga cart"
"Shopping Cart from %s","cart Dari %s"
"Show By","Lihat"
"Show Report For","Perlihatkan Laporan Untuk"
"Show Reviews","Perlihatkan Tinjauan"
"Show confirmation page: ","Perlihatkan Halaman Konfirmasi: "
"Silent Post URL:","Post URL Diam:"
"Sitemap Information","Peta Situs Informasi"
"Size for %s","Ukuran Untuk %s"
"Skip Category Selection","Lewati Pilihan Kategori"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","Beberapa barang dalam pesanan ini mempunyai faktur berbeda dan tipe pengiriman. Anda hanya dapat membuat pengiriman setelah faktur dibuat."
"Some of the ordered items do not exist in the catalog anymore and will be removed if you try to edit the order.","Beberapa barang yang telah dipesan yang tidak ada lagi dalam katalog dan akan dihilangkan Jika  Anda mencoba untuk merubah pesanan."
"Sorry, this feature is coming soon...","Maaf, Fitur ini akan segera ada..."
"Sort Order","Jenis Pesanan"
"Special Price:","Harga Khusus:"
"Specific Countries","Negara - negara spesifik"
"Specified","Spesifik"
"Specified profile does not exist.","Spesifik Profil tidak ada."
"Spreadsheet Name:","Nama Spreadsheet:"
"Start Date","Tanggal Awal"
"Start/Reset Validation...","Mulai/Set Ulang Validasi..."
"Starting profile execution, please wait...","Memulai Eksekusi Profil, Silakan Tunggu..."
"State/Province:","Negara/Provinsi:"
"Static Blocks","Blok Statis"
"Status","Status"
"Status:","Status:"
"Stock Quantity:","Kuantitas Stok:"
"Stock notification was saved.","Notifikasi Stok telah disimpan."
"Store","Toko"
"Store Email Addresses Section","Bagian Alamat Email Toko"
"Store View","Tinjauan Toko"
"Store:","Toko:"
"Stores","Toko"
"Subject","Subjek"
"Submit","Kirim"
"Subpackage cannot be conflicting.","Subpaket tidak dapat bertentangan."
"Subtotal","Subtotal"
"Switch/Solo card issue number: %s","Ubah/Nomor Penerbit Kartu Tunggal: %s"
"Switch/Solo card start Date: %s/%s","Ubah/Tanggal Awal Kartu Tunggal: %s/%s"
"Switch/Solo/Maestro Only","Ubah/Tunggal/Hanya Maestro"
"Switch/Solo/Maestro(UK Domestic) Only","Ubah/Tunggal/Hanya Maestro(UK Domestik)"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Ubah/Tunggal/Maestro(UK Domestik) Nomor Penerbitan Kartu: %s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Ubah/Tunggal/Maestro(UK Domestik) Tanggal Awal Kartu: %s/%s"
"Synchronization is required.","Dibutuhkan Sinkronisasi."
"Synchronization of media storages has been successfully completed.","Sinkronisasi media penyimpanan telah berhasil dilengkapi."
"Synchronize","Sinkronisasi"
"Synchronizing %s to %s","Sinkronisasi %s ke %s"
"Synchronizing...","Sinkronisasi..."
"System","Sistem"
"System Section","Bagian Sistem"
"System busy","Sistem sibuk"
"T-Shirts","T-Shirt"
"Tags","Tag"
"Target","Target"
"Target Path","Jalur Target"
"Tax","Pajak"
"Tb","Tb"
"Tell a Friend","Berbagi ke Teman"
"Template","template"
"Template Content","Konten template"
"Template Information","Informasi template"
"Template Name","Nama template"
"Template Styles","Template Styles"
"Template Subject","Subjek template"
"Template Type","Tipe template"
"Temporary (302)","Sementara (302)"
"Terms and Conditions","Syarat dan kondisi"
"Text","Teks"
"The Catalog Rewrites were refreshed.","Katalog Rewrites Telah diperbarui."
"The CatalogInventory Stock Status has been rebuilt.","Status Stok CatalogInventory  telah dibuat ulang."
"The Comment Text field cannot be empty.","Kolom teks komentar tidak boleh kosong."
"The Flat Catalog Product was rebuilt","Produk Flat Katalog Telah dibuat ulang"
"The JavaScript/CSS cache has been cleaned.","JavaScript/CSS cache telah dibersihkan."
"The JavaScript/CSS cache has been cleared.","JavaScript/CSS cache telah dibersihkan."
"The Layered Navigation indexing has been queued.","Pengindekan navigasi berlapis telah diurutkan."
"The Layered Navigation indexing queue has been canceled.","Pengurutan indeks navigasi berlapis telah dibatalkan."
"The Layered Navigation indices were refreshed.","Indeks Navigasi berlapis telah diperbarui."
"The Layered Navigation process has been queued to be killed.","Proses navigasi berlapis telah diurutkan untuk ditutup."
"The Magento cache storage has been flushed.","Penyimpanan Magento cache telah dialiri."
"The URL Rewrite has been deleted.","URL Rewrite telah dihapus."
"The URL Rewrite has been saved.","URL Rewrite telas disimpan."
"The account has been saved.","Akun telah disimpan."
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","Arsip dapat terkompresi dengan <a href=""%s"">%s </ a> pada Sistem Windows"
"The attribute set has been removed.","Set atribut telah dihilangkan."
"The backup has been created.","Cadangan telah dibuat."
"The billing agreement has been canceled.","Perjanjian penagihan telah dibatalkan."
"The billing agreement has been deleted.","Perjanjian penagihan telah dihapus."
"The cache storage has been flushed.","Penyimpanan Cache Telah Dialiri."
"The card has failed verification with the issuer bank.","Kartu gagal diverifikasi oleh bank penerbit."
"The carrier needs to be specified.","Pembawa harus ditentukan."
"The catalog index has been rebuilt.","Indek Katalog Telah dibuat Ulang."
"The catalog rewrites have been refreshed.","Penulisan ulang katalog telah diPerbarui."
"The configuration has been saved.","Konfigurasi telah disimpan."
"The credit memo has been canceled.","Memo kredit telah dibatalkan."
"The credit memo has been created.","Memo kredit telah dibuat."
"The credit memo has been voided.","Memo Kredit telah dibatalkan."
"The custom variable has been deleted.","Variabel khusus telah dihapus."
"The custom variable has been saved.","Variabel Khusus telah diSimpan."
"The customer has been deleted.","Pelanggan elah dihapus."
"The customer has been saved.","Pelanggan telah disimpan."
"The design change has been deleted.","Perubahan desain telah dihapus."
"The design change has been saved.","Perubahan desain telah disimpan."
"The email address is empty.","Alamat email kosong."
"The email template has been deleted.","template email telah dihapus."
"The email template has been saved.","template email telah disimpan."
"The flat catalog category has been rebuilt.","Kategori katalog datar telah dibangun ulang."
"The group node name must be specified with field node name.","Nama simpul kelompok harus ditentukan dengan nama bidang simpul."
"The image cache was cleaned.","Gambar cache telah dibersihkan."
"The image cache was cleared.","Gambar cache telah dibersihkan."
"The information in this tab has been changed.","Informasi pada Tab ini telah diubah."
"The invoice and shipment have been created.","Faktur dan pengiriman telah dibuat."
"The invoice and the shipment  have been created. The shipping label cannot be created at the moment.","Invoice dan pengiriman telah dibuat. Label pengiriman tidak dapat dibuat saat ini."
"The invoice has been canceled.","Faktur telah dibatalkan."
"The invoice has been captured.","Faktur telah diambil."
"The invoice has been created.","Faktur telah dibuat."
"The invoice has been voided.","Faktur telah dibatalkan."
"The invoice no longer exists.","Faktur tidak ada lagi."
"The order does not allow creating an invoice.","Pesanan tidak dapat dibuat dalam faktur."
"The order no longer exists.","Pesanan tidak ada lagi."
"The poll has been deleted.","Poling telah dihapus."
"The poll has been saved.","Poling telah disimpan."
"The profile has been deleted.","Profil telah dihapus."
"The profile has been saved.","Profil telah disimpan."
"The profile has been updated.","Profil telah diperbarui."
"The profile has no changes.","Profil tidak ada perubahan."
"The profile you are trying to save no longer exists","Profil yang Anda coba untuk simpan tidak ada lagi"
"The rating has been deleted.","Peringkat telah dihapus."
"The rating has been saved.","Peringkat telah disimpan."
"The role has been deleted.","role telah dihapus."
"The role has been saved.","role telah disimpan."
"The role has been successfully saved.","Tugas telah berhasil disimpan."
"The search index has been rebuilt.","Indek pencarian telah dibuat ulang."
"The shipment has been created.","Pengiriman telah dibuat."
"The shipment has been created. The shipping label has been created.","Pengiriman telah dibuat. Label pengiriman telah dibuat."
"The shipment has been sent.","Pengiriman telah dikirim."
"The tag has been deleted.","Tag telah dihapus."
"The tag has been saved.","Tag telah disimpan."
"The user has been deleted.","Pengguna telah dihapus."
"The user has been saved.","Pengguna telah disimpan."
"Theme configurations are successfully reset.","Konfigurasi Tema telah berhasil diatur ulang."
"Theme label can\'t be empty","Label theme tidak boleh kosong"
"Theme label:","Label theme:"
"Themes JavaScript and CSS files combined to one file.","Tema JavaScript dan file CSS dikombinasikan kedalam satu file."
"There has been wrong payment information submitted or time limit has expired. Please, try again.","Ada kesalahan pembayaran disampaikan atau batas waktu telah berakhir.Silakan, coba lagi."
"There is an error in one of the option rows.","Ada Error pada salah satu pilihan baris."
"This Account is","Akun ini adalah"
"This Email template no longer exists.","template Email ini tidak ada."
"This Role no longer exists","role ini tidak ada"
"This Role no longer exists.","role ini tidak ada."
"This account is","Akun ini adalah"
"This account is inactive.","Akun ini tidak aktif."
"This attribute set does not have attributes which we can use for configurable product","Mengatur atribut ini tidak memiliki atribut yang dapat kita gunakan untuk produk dikonfigurasi"
"This attribute shares the same value in all the stores","Atribut ini berbagi nilai yang sama pada semua toko"
"This is a demo store. Any orders placed through this store will not be honored or fulfilled.","Ini adalah toko demo. Setiap order yang dilakukan melalui toko ini tidak akan diterima atau dipenuhi."
"This is a required field.","Bidang ini dibutuhkan."
"This product is currently disabled.","Produk ini untuk sekarang tidak ada."
"This report depends on timezone configuration. Once timezone is changed, the lifetime statistics need to be refreshed.","Laporan ini tergantung dari konfigurasi zonawaktu. Sekali Zona waktu berubah, Statistik sepanjang masa perlu diperbarui."
"This section is not allowed.","Bagian ini tidak diijinkan."
"This tab contains invalid data. Please solve the problem before saving.","Tab ini mengandung data yang salah. Harap perbaiki sebelum disimpan"
"This user no longer exists.","Pengguna ini tidak ada lagi."
"Thumbnail","Gambar kecil"
"Time","Waktu"
"Time selection:","Pilihan waktu:"
"Time:","Waktu:"
"Timeout limit for response from synchronize process was reached.","Batas waktu habis untuk tanggapan dari proses sinkronisasi dicapai."
"Title bar","Bar judul"
"To","Ke"
"To cancel pending authorizations and release amounts that have already been processed during this payment, click Cancel.","Untuk membatalkan otorisasi tertunda dan melepaskan sejumlah yang telah diproses selama pembayaran ini, klik batal."
"To use Payflow Link, you must configure your Payflow Link account on the Paypal website.","Untuk menggunakan tautan payflow, Anda harus mengkonfigurasi akun tautan payflow Anda pada situs PayPal."
"Toggle Editor","Toggle Editor"
"Tools","Peralatan"
"Top 5 Search Terms","5 Istilah Pencarian Teratas"
"Total","Total"
"Total %d records found","Total %d Catatan ditemukan"
"Total Invoiced","Total faktur"
"Total Order Amount","Jumlah Pesanan Total"
"Total Refunded","Total Pengembalian"
"Total of %d record(s) have been deleted.","Total dari %d catatan telah dihapus."
"Total of %d record(s) have been updated.","Total dari %d rekam(s) telah diperbarui."
"Total of %d record(s) were canceled.","Total dari %d catatan(s) dibatalkan."
"Track Order","Lacak Pesanan"
"Track this shipment","Lacak pengiriman ini"
"Tracking number %s for %s assigned","Nomor Pelacakan %s untuk%s ditandai"
"Tracking number cannot be empty.","Nomor pelacakan tidak bisa kosong."
"Transaction Data","Data Transaksi"
"Transaction Details","Detail Transaksi"
"Transaction ID","ID transaksi"
"Transaction Type","Jenis Transaksi"
"Transactional Emails","Email Transaksi"
"Transactions","Transaksi"
"Try Magento Go for Free","Coba Magento silakan untuk gratis"
"Type","Jenis"
"Type:","Jenis:"
"URL Rewrite","Tulis Ulang URL"
"URL Rewrite Information","Informasi Tulis Ulang URL"
"URL Rewrite Management","Pengelolaan Tulis Ulang URL"
"Unable to cancel the credit memo.","tidak bisa membatalkan memo kredit."
"Unable to find a Email Template to delete.","Tidak bisa menemukan template sebuah Email untuk dihapus."
"Unable to find a poll to delete.","Tidak bisa menemukan sebuah poling untuk dihapus."
"Unable to find a tag to delete.","Tidak bisa menemukan sebuah tag untuk dihapus."
"Unable to find a user to delete.","Tidak bisa menemukan pengguna untuk dihapus."
"Unable to initialize import model","Tidak dapat menginisialisasi model impor"
"Unable to refresh lifetime statistics.","Tidak dapat memperbarui statistik masa pakai."
